event_id,data_status,season,team,player_name,position_group,minute,x_120,y_80,zone_id,field_side,field_depth,foul_type,current_yellow_before_event,transition_danger,referee_strictness_proxy,model_probability_yellow,is_yellow_card,model_probability_red,is_red_card
SYN_FOUL_000322,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,71,92.92,45.54,Z077,central,final_third_outside_box,late_tackle,0,low,0.586,0.1179,0,0.003,0
SYN_FOUL_000323,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,85,39.36,69.14,Z031,right_wing,own_half,tactical_foul,0,medium,0.248,0.0908,0,0.003,0
SYN_FOUL_000324,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,65,78.83,1.68,Z057,left_wing,middle_third,normal_contact,0,high,0.393,0.0893,0,0.003,0
SYN_FOUL_000325,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,75,117.22,69.94,Z095,right_wing,wide_final_third,late_tackle,0,medium,0.79,0.1563,0,0.003,0
SYN_FOUL_000326,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,31,25.87,33.39,Z020,central,own_half,reckless_tackle,0,medium,0.816,0.367,1,0.021,0
SYN_FOUL_000327,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Darwin Núñez,FW,6,94.41,0.07,Z073,left_wing,final_third_outside_box,shirt_pull,0,low,0.563,0.0432,0,0.003,0
SYN_FOUL_000328,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,6,55.66,67.84,Z047,right_wing,middle_third,normal_contact,0,medium,0.608,0.0462,0,0.003,0
SYN_FOUL_000329,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,75,103.16,57.31,Z086,right_half_space,penalty_area,normal_contact,0,medium,0.663,0.0636,0,0.003,0
SYN_FOUL_000330,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,86,87.07,73.8,Z072,right_wing,final_third_outside_box,late_tackle,0,low,0.687,0.1479,0,0.003,0
SYN_FOUL_000331,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,60,73.48,53.35,Z062,right_half_space,middle_third,tactical_foul,0,high,0.593,0.2313,0,0.003,0
SYN_FOUL_000332,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,80,48.16,55.59,Z038,right_half_space,middle_third,late_tackle,0,medium,0.148,0.0861,1,0.003,0
SYN_FOUL_000333,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,47,27.47,44.48,Z021,central,own_half,stopping_counter,0,medium,0.656,0.114,0,0.003,0
SYN_FOUL_000334,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,31,94.98,1.14,Z073,left_wing,final_third_outside_box,normal_contact,0,low,0.772,0.0682,0,0.003,0
SYN_FOUL_000335,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,18,1.63,12.1,Z002,left_wing,own_half,reckless_tackle,0,high,0.124,0.2991,1,0.021,0
SYN_FOUL_000336,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,26,87.68,15.22,Z066,left_wing,final_third_outside_box,late_tackle,0,high,0.713,0.2387,0,0.003,0
SYN_FOUL_000337,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,51,111.88,11.98,Z090,left_wing,wide_final_third,late_tackle,0,low,0.625,0.1091,0,0.003,0
SYN_FOUL_000338,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,44,87.12,44.74,Z069,central,final_third_outside_box,normal_contact,0,low,0.532,0.0411,0,0.003,0
SYN_FOUL_000339,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,14,1.53,18.98,Z002,left_wing,own_half,normal_contact,0,low,0.388,0.033,0,0.003,0
SYN_FOUL_000340,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,79,48.46,40.43,Z037,central,middle_third,shirt_pull,0,medium,0.271,0.0405,0,0.003,0
SYN_FOUL_000341,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,82,99.01,72.94,Z080,right_wing,final_third_outside_box,late_tackle,0,medium,0.593,0.13,0,0.003,0
SYN_FOUL_000342,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,44,34.6,21.11,Z027,left_half_space,own_half,stopping_counter,0,high,0.445,0.1918,0,0.003,0
SYN_FOUL_000343,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,66,111.98,10.32,Z090,left_wing,wide_final_third,tactical_foul,0,medium,0.403,0.0791,0,0.003,0
SYN_FOUL_000344,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,84,11.24,71.86,Z016,right_wing,own_half,stopping_counter,0,low,0.501,0.1421,0,0.003,0
SYN_FOUL_000345,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Kostas Tsimikas,DF,63,37.43,69.07,Z031,right_wing,own_half,tactical_foul,1,low,0.719,0.1545,0,0.003,0
SYN_FOUL_000346,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,80,4.21,39.68,Z004,central,own_half,stopping_counter,0,medium,0.749,0.1821,0,0.003,0
SYN_FOUL_000347,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,17,107.12,9.69,Z081,left_wing,wide_final_third,stopping_counter,0,high,0.237,0.1278,0,0.003,0
SYN_FOUL_000348,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,49,78.67,73.16,Z064,right_wing,middle_third,tactical_foul,0,low,0.132,0.0667,0,0.003,0
SYN_FOUL_000349,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,25,30.77,65.42,Z031,right_wing,own_half,tactical_foul,0,low,0.491,0.103,0,0.003,0
SYN_FOUL_000350,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,45,2.92,45.08,Z005,central,own_half,handball,0,high,0.592,0.119,1,0.003,0
SYN_FOUL_000351,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,19,102.76,14.0,Z082,left_wing,wide_final_third,normal_contact,0,low,0.211,0.0319,0,0.003,0
SYN_FOUL_000352,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Harvey Elliott,MF,10,67.7,19.99,Z050,left_wing,middle_third,normal_contact,0,low,0.178,0.0275,0,0.003,0
SYN_FOUL_000353,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,22,78.43,4.01,Z057,left_wing,middle_third,handball,0,medium,0.628,0.0604,0,0.003,0
SYN_FOUL_000354,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,32,50.19,10.63,Z042,left_wing,middle_third,shirt_pull,0,medium,0.227,0.0256,0,0.003,0
SYN_FOUL_000355,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,69,16.85,45.83,Z013,central,own_half,tactical_foul,0,medium,0.205,0.0678,0,0.003,0
SYN_FOUL_000356,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,16,94.32,45.31,Z077,central,final_third_outside_box,dissent,0,low,0.86,0.1389,0,0.003,0
SYN_FOUL_000357,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,39,94.03,59.48,Z078,right_half_space,final_third_outside_box,dissent,0,medium,0.545,0.0888,0,0.003,0
SYN_FOUL_000358,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,25,42.49,74.67,Z040,right_wing,middle_third,reckless_tackle,0,high,0.702,0.4809,1,0.021,0
SYN_FOUL_000359,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,36,36.37,38.14,Z028,central,own_half,shirt_pull,0,medium,0.336,0.0387,0,0.003,0
SYN_FOUL_000360,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,84,96.92,35.93,Z076,central,final_third_outside_box,normal_contact,0,high,0.546,0.1272,0,0.003,0
SYN_FOUL_000361,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,61,58.17,59.56,Z046,right_half_space,middle_third,dissent,0,high,0.53,0.1975,0,0.003,0
SYN_FOUL_000362,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,7,28.99,10.88,Z018,left_wing,own_half,dissent,0,low,0.436,0.0757,0,0.003,0
SYN_FOUL_000363,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,83,109.38,27.01,Z083,left_half_space,penalty_area,tactical_foul,0,medium,0.084,0.0714,0,0.003,0
SYN_FOUL_000364,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,30,113.19,52.28,Z094,right_half_space,penalty_area,tactical_foul,0,low,0.611,0.1069,0,0.003,0
SYN_FOUL_000365,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,73,7.85,12.79,Z002,left_wing,own_half,shirt_pull,0,low,0.448,0.0459,0,0.003,0
SYN_FOUL_000366,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,57,8.37,67.93,Z007,right_wing,own_half,late_tackle,0,low,0.426,0.0938,0,0.003,0
SYN_FOUL_000367,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,35,100.38,21.13,Z083,left_half_space,penalty_area,stopping_counter,0,medium,0.821,0.1771,0,0.003,0
SYN_FOUL_000368,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,95,52.59,49.32,Z045,central,middle_third,normal_contact,0,high,0.628,0.1552,0,0.003,0
SYN_FOUL_000369,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,24,29.96,51.08,Z022,right_half_space,own_half,stopping_counter,0,low,0.52,0.0938,0,0.003,0
SYN_FOUL_000370,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,73,1.02,65.41,Z007,right_wing,own_half,tactical_foul,0,medium,0.3,0.0855,1,0.003,0
SYN_FOUL_000371,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,64,102.34,51.94,Z086,right_half_space,penalty_area,stopping_counter,0,low,0.542,0.0968,0,0.003,0
SYN_FOUL_000372,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,6,58.92,54.66,Z046,right_half_space,middle_third,dissent,0,medium,0.589,0.0947,0,0.003,0
SYN_FOUL_000373,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,74,41.69,7.69,Z033,left_wing,middle_third,tactical_foul,0,medium,0.542,0.1108,0,0.003,0
SYN_FOUL_000374,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,55,89.29,28.24,Z067,left_half_space,final_third_outside_box,stopping_counter,0,low,0.814,0.1421,0,0.003,0
SYN_FOUL_000375,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,66,52.61,16.29,Z042,left_wing,middle_third,stopping_counter,0,low,0.495,0.1036,1,0.003,0
SYN_FOUL_000376,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,40,4.37,76.33,Z008,right_wing,own_half,late_tackle,0,medium,0.72,0.1248,0,0.003,0
SYN_FOUL_000377,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,72,117.54,30.08,Z092,central,six_yard_box,shirt_pull,0,medium,0.286,0.0325,0,0.003,0
SYN_FOUL_000378,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,6,64.21,25.17,Z051,left_half_space,middle_third,late_tackle,0,medium,0.475,0.0879,0,0.003,0
SYN_FOUL_000379,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,31,1.73,42.96,Z005,central,own_half,dissent,0,low,0.724,0.131,0,0.003,0
SYN_FOUL_000380,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,46,46.63,42.26,Z037,central,middle_third,handball,0,medium,0.495,0.0494,1,0.003,0
SYN_FOUL_000381,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,78,108.88,29.01,Z083,left_half_space,penalty_area,dissent,1,low,0.176,0.0746,0,0.003,0
SYN_FOUL_000382,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,30,110.67,76.43,Z096,right_wing,wide_final_third,shirt_pull,0,low,0.276,0.0353,1,0.003,0
SYN_FOUL_000383,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Jarell Quansah,DF,15,44.06,39.06,Z036,central,middle_third,normal_contact,0,medium,0.587,0.0568,0,0.003,0
SYN_FOUL_000384,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,53,40.84,75.32,Z040,right_wing,middle_third,dissent,0,low,0.553,0.0899,0,0.003,0
SYN_FOUL_000385,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,68,102.31,77.42,Z088,right_wing,wide_final_third,normal_contact,0,medium,0.266,0.0348,0,0.003,0
SYN_FOUL_000386,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,55,105.46,0.85,Z081,left_wing,wide_final_third,reckless_tackle,0,medium,0.585,0.307,0,0.021,0
SYN_FOUL_000387,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,69,19.15,48.52,Z013,central,own_half,dissent,0,high,0.496,0.189,1,0.003,0
SYN_FOUL_000388,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,7,48.13,79.75,Z040,right_wing,middle_third,shirt_pull,0,high,0.238,0.0648,0,0.003,0
SYN_FOUL_000389,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,49,60.29,37.46,Z052,central,middle_third,shirt_pull,0,low,0.609,0.0534,0,0.003,0
SYN_FOUL_000390,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,89,76.77,36.6,Z060,central,middle_third,normal_contact,1,low,0.291,0.0417,0,0.003,0
SYN_FOUL_000391,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,87,18.82,56.67,Z014,right_half_space,own_half,normal_contact,0,low,0.35,0.0502,0,0.003,0
SYN_FOUL_000392,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,82,46.26,72.95,Z040,right_wing,middle_third,reckless_tackle,0,high,0.729,0.5537,1,0.021,0
SYN_FOUL_000393,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Harvey Elliott,MF,75,29.8,49.05,Z021,central,own_half,dissent,0,high,0.525,0.1962,0,0.003,0
SYN_FOUL_000394,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,28,29.55,56.78,Z022,right_half_space,own_half,normal_contact,0,medium,0.414,0.0396,0,0.003,0
SYN_FOUL_000395,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,78,9.0,58.85,Z006,right_half_space,own_half,handball,0,low,0.487,0.0562,0,0.003,0
SYN_FOUL_000396,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,31,53.83,56.85,Z046,right_half_space,middle_third,dissent,0,medium,0.957,0.1948,1,0.003,0
SYN_FOUL_000397,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,55,10.86,47.17,Z013,central,own_half,normal_contact,0,medium,0.309,0.0371,0,0.003,0
SYN_FOUL_000398,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Kostas Tsimikas,DF,27,43.61,76.8,Z040,right_wing,middle_third,tactical_foul,0,high,0.278,0.1673,0,0.003,0
SYN_FOUL_000399,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,14,79.7,26.58,Z059,left_half_space,middle_third,tactical_foul,0,medium,0.711,0.1404,0,0.003,0
SYN_FOUL_000400,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,82,75.67,36.63,Z060,central,middle_third,late_tackle,0,low,0.564,0.1248,0,0.003,0
SYN_FOUL_000401,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,87,107.5,42.25,Z085,central,penalty_area,normal_contact,0,medium,0.572,0.0638,0,0.003,0
SYN_FOUL_000402,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,70,12.74,24.24,Z011,left_half_space,own_half,dissent,0,high,0.57,0.1843,0,0.003,0
SYN_FOUL_000403,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,45,10.52,2.94,Z009,left_wing,own_half,late_tackle,0,medium,0.692,0.149,1,0.003,0
SYN_FOUL_000404,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,66,18.71,46.57,Z013,central,own_half,shirt_pull,0,high,0.773,0.1232,0,0.003,0
SYN_FOUL_000405,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,10,40.32,12.59,Z034,left_wing,middle_third,shirt_pull,0,medium,0.298,0.0287,0,0.003,0
SYN_FOUL_000406,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,28,77.8,58.84,Z062,right_half_space,middle_third,tactical_foul,0,low,0.482,0.1112,1,0.003,0
SYN_FOUL_000407,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,31,28.83,16.77,Z018,left_wing,own_half,normal_contact,0,medium,0.271,0.0275,0,0.003,0
SYN_FOUL_000408,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,38,80.88,41.38,Z069,central,final_third_outside_box,normal_contact,0,high,0.703,0.1388,1,0.003,0
SYN_FOUL_000409,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Darwin Núñez,FW,56,112.92,61.07,Z095,right_wing,wide_final_third,shirt_pull,0,medium,0.44,0.0357,0,0.003,0
SYN_FOUL_000410,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,17,27.04,53.06,Z022,right_half_space,own_half,shirt_pull,0,low,0.231,0.0329,0,0.003,0
SYN_FOUL_000411,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,84,6.27,52.86,Z006,right_half_space,own_half,tactical_foul,0,low,0.897,0.2203,0,0.003,0
SYN_FOUL_000412,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,41,106.06,64.73,Z087,right_wing,wide_final_third,handball,0,medium,0.266,0.0347,0,0.003,0
SYN_FOUL_000413,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,34,65.97,6.87,Z049,left_wing,middle_third,normal_contact,0,low,0.422,0.0442,0,0.003,0
SYN_FOUL_000414,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,92,116.82,13.34,Z090,left_wing,wide_final_third,normal_contact,0,high,0.649,0.1595,1,0.003,0
SYN_FOUL_000415,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,56,24.96,42.06,Z021,central,own_half,normal_contact,0,low,0.484,0.0486,0,0.003,0
SYN_FOUL_000416,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,20,34.25,41.52,Z029,central,own_half,normal_contact,0,high,0.704,0.139,0,0.003,0
SYN_FOUL_000417,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Joe Gomez,DF,86,42.1,2.52,Z033,left_wing,middle_third,dissent,0,low,0.728,0.1772,1,0.003,0
SYN_FOUL_000418,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,93,8.18,77.54,Z008,right_wing,own_half,tactical_foul,0,low,0.252,0.0796,0,0.003,0
SYN_FOUL_000419,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,2,87.91,26.95,Z067,left_half_space,final_third_outside_box,normal_contact,0,low,0.481,0.038,0,0.003,0
SYN_FOUL_000420,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,11,76.49,5.22,Z057,left_wing,middle_third,reckless_tackle,0,medium,0.293,0.2174,0,0.021,0
SYN_FOUL_000421,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,73,77.13,52.07,Z062,right_half_space,middle_third,tactical_foul,0,low,0.369,0.0946,0,0.003,0
SYN_FOUL_000422,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,8,23.19,55.3,Z022,right_half_space,own_half,handball,0,medium,0.804,0.0622,1,0.003,0
SYN_FOUL_000423,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,73,99.72,10.92,Z074,left_wing,final_third_outside_box,tactical_foul,0,medium,0.585,0.103,0,0.003,0
SYN_FOUL_000424,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Kostas Tsimikas,DF,52,41.4,41.69,Z037,central,middle_third,late_tackle,0,high,0.495,0.2213,0,0.003,0
SYN_FOUL_000425,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,28,69.06,1.31,Z049,left_wing,middle_third,dissent,0,low,0.662,0.1052,1,0.003,0
SYN_FOUL_000426,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,15,55.6,29.11,Z043,left_half_space,middle_third,normal_contact,0,low,0.393,0.0384,0,0.003,0
SYN_FOUL_000427,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,25,113.88,6.38,Z089,left_wing,wide_final_third,late_tackle,0,low,0.345,0.0913,0,0.003,0
SYN_FOUL_000428,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,64,23.58,65.74,Z023,right_wing,own_half,tactical_foul,0,low,0.368,0.0944,0,0.003,0
SYN_FOUL_000429,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,15,65.05,26.41,Z051,left_half_space,middle_third,late_tackle,0,low,0.429,0.0821,0,0.003,0
SYN_FOUL_000430,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,75,19.92,79.79,Z016,right_wing,own_half,normal_contact,0,low,0.47,0.0374,0,0.003,0
SYN_FOUL_000431,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,1,9.3,43.63,Z005,central,own_half,tactical_foul,0,high,0.432,0.1888,0,0.003,0
SYN_FOUL_000432,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,52,99.57,15.7,Z074,left_wing,final_third_outside_box,tactical_foul,0,high,0.426,0.2028,0,0.003,0
SYN_FOUL_000433,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Conor Bradley,DF,63,94.11,52.71,Z078,right_half_space,final_third_outside_box,shirt_pull,0,low,0.5,0.0497,0,0.003,0
SYN_FOUL_000434,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,9,39.73,35.76,Z028,central,own_half,reckless_tackle,0,high,0.628,0.5135,1,0.021,0
SYN_FOUL_000435,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,28,61.42,49.87,Z053,central,middle_third,shirt_pull,0,medium,0.372,0.0409,0,0.003,0
SYN_FOUL_000436,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,77,5.23,65.09,Z007,right_wing,own_half,tactical_foul,0,low,0.379,0.1098,0,0.003,0
SYN_FOUL_000437,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,79,19.47,62.12,Z015,right_wing,own_half,tactical_foul,0,medium,0.213,0.0752,0,0.003,0
SYN_FOUL_000438,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,21,91.39,19.49,Z074,left_wing,final_third_outside_box,tactical_foul,0,low,0.436,0.1041,1,0.003,0
SYN_FOUL_000439,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,14,101.69,68.22,Z087,right_wing,wide_final_third,stopping_counter,0,medium,0.413,0.0802,0,0.003,0
SYN_FOUL_000440,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,67,9.92,76.1,Z008,right_wing,own_half,dissent,0,low,0.331,0.0816,0,0.003,0
SYN_FOUL_000441,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,19,85.82,46.05,Z069,central,final_third_outside_box,handball,0,high,0.375,0.0691,0,0.003,0
SYN_FOUL_000442,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,5,64.88,12.6,Z050,left_wing,middle_third,normal_contact,0,medium,0.528,0.0519,0,0.003,0
SYN_FOUL_000443,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Conor Bradley,DF,50,62.7,8.84,Z049,left_wing,middle_third,reckless_tackle,0,low,0.682,0.3411,0,0.021,0
SYN_FOUL_000444,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Darwin Núñez,FW,55,76.31,6.92,Z057,left_wing,middle_third,dissent,0,medium,0.464,0.0789,0,0.003,0
SYN_FOUL_000445,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,89,22.35,7.96,Z017,left_wing,own_half,normal_contact,0,high,0.775,0.1735,0,0.003,0
SYN_FOUL_000446,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,72,96.83,38.29,Z076,central,final_third_outside_box,normal_contact,0,low,0.629,0.0605,0,0.003,0
SYN_FOUL_000447,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Jarell Quansah,DF,11,25.35,70.81,Z024,right_wing,own_half,normal_contact,0,medium,0.423,0.0442,0,0.003,0
SYN_FOUL_000448,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,90,42.01,30.83,Z036,central,middle_third,normal_contact,0,low,0.528,0.0598,0,0.003,0
SYN_FOUL_000449,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,66,1.0,35.24,Z004,central,own_half,late_tackle,0,low,0.298,0.0778,0,0.003,0
SYN_FOUL_000450,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,43,47.09,23.67,Z035,left_half_space,middle_third,shirt_pull,0,high,0.426,0.0938,0,0.003,0
SYN_FOUL_000451,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,39,101.94,74.46,Z088,right_wing,wide_final_third,normal_contact,0,medium,0.704,0.0534,0,0.003,0
SYN_FOUL_000452,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,81,99.33,34.66,Z076,central,final_third_outside_box,reckless_tackle,0,medium,0.442,0.2906,0,0.021,0
SYN_FOUL_000453,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,2,44.99,10.9,Z034,left_wing,middle_third,stopping_counter,0,medium,0.453,0.0851,0,0.003,0
SYN_FOUL_000454,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,91,39.69,17.71,Z026,left_wing,own_half,late_tackle,0,low,0.0,0.0547,0,0.003,0
