event_id,data_status,season,team,competition,match_id,match_no,date_proxy,opponent_proxy,venue_proxy,minute,second,game_state_proxy,player_name,position_group,x_120,y_80,x_m,y_m,zone_id,distance_to_goal_m,open_goal_angle_deg,in_penalty_area,in_six_yard_box,field_side,field_depth,body_part,shot_technique,play_pattern,under_pressure,one_v_one,keeper_distance_m,defender_count_in_shot_cone,big_chance_proxy,model_probability_goal,is_shot_on_target,is_goal,target_for_model
SYN_SHOT_000704,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_27,27,2025-02-22,Everton,home,59,28,drawing,Mohamed Salah,FW,80.61,42.11,70.54,35.79,Z069,34.51,12.09,0,0,central,final_third_outside_box,left_foot,normal,open_play,1,0,0.5,1,0,0.0031,0,0,0
SYN_SHOT_000705,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_16,16,2024-12-06,Southampton,away,65,39,drawing,Harvey Elliott,MF,101.0,17.64,88.37,15.0,Z082,25.25,11.03,0,0,left_wing,wide_final_third,left_foot,volley,open_play,1,0,0.5,5,0,0.003,0,0,0
SYN_SHOT_000706,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_16,16,2024-12-07,Southampton,away,89,2,winning,Trent Kone-Doherty,FW,94.58,39.14,82.76,33.27,Z076,22.26,18.67,0,0,central,final_third_outside_box,right_foot,half_volley,open_play,1,0,4.14,4,0,0.009,0,0,0
SYN_SHOT_000707,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_22,22,2025-01-18,Bournemouth,away,16,50,drawing,Mohamed Salah,FW,106.3,35.72,93.02,30.36,Z084,12.52,31.44,1,0,central,penalty_area,left_foot,normal,open_play,0,0,3.83,0,0,0.2971,1,1,1
SYN_SHOT_000708,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_29,29,2025-03-07,Ipswich Town,home,28,38,drawing,Mohamed Salah,FW,94.22,19.58,82.44,16.64,Z074,28.46,11.71,0,0,left_wing,final_third_outside_box,left_foot,first_time,open_play,0,0,0.5,3,0,0.0043,0,0,0
SYN_SHOT_000709,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_38,38,2025-05-08,Wolverhampton Wanderers,away,80,30,drawing,Darwin Núñez,FW,103.84,30.85,90.86,26.23,Z084,16.14,22.73,1,0,central,penalty_area,left_foot,power,open_play,0,1,6.32,0,1,0.3336,0,0,0
SYN_SHOT_000710,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-20,Fulham,home,75,12,drawing,Kostas Tsimikas,DF,80.73,30.23,70.64,25.7,Z068,35.35,11.5,0,0,central,final_third_outside_box,left_foot,normal,open_play,1,0,0.52,4,0,0.0007,0,0,0
SYN_SHOT_000711,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_12,12,2024-11-08,Manchester City,away,35,11,drawing,Mohamed Salah,FW,110.81,20.33,96.96,17.28,Z091,18.55,10.09,1,0,left_half_space,penalty_area,head,first_time,corner,1,1,5.52,1,1,0.0756,0,0,0
SYN_SHOT_000712,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_25,25,2025-02-08,Chelsea,home,32,39,winning,Diogo Jota,FW,88.9,55.17,77.79,46.9,Z070,30.12,12.57,0,0,right_half_space,final_third_outside_box,right_foot,volley,throw_in,0,0,3.53,5,0,0.0047,1,0,0
SYN_SHOT_000713,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_35,35,2025-04-17,Southampton,home,93,28,winning,Mohamed Salah,FW,112.38,36.61,98.33,31.12,Z092,7.26,51.12,1,0,central,six_yard_box,other,normal,open_play,1,0,4.19,3,0,0.1806,1,1,1
SYN_SHOT_000714,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_31,31,2025-03-21,Manchester City,home,75,50,drawing,Mohamed Salah,FW,117.54,36.09,102.85,30.68,Z092,3.96,81.77,1,1,central,six_yard_box,right_foot,volley,open_play,0,0,3.04,4,0,0.8461,1,1,1
SYN_SHOT_000715,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-05-02,West Ham United,home,58,7,drawing,Diogo Jota,FW,100.87,23.16,88.26,19.68,Z083,22.03,14.56,0,0,left_half_space,penalty_area,right_foot,normal,open_play,1,0,5.18,2,0,0.0138,1,0,0
SYN_SHOT_000716,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_23,23,2025-01-24,Brentford,home,37,39,drawing,Cody Gakpo,FW,117.79,46.75,103.07,39.74,Z093,6.06,31.28,1,1,central,six_yard_box,left_foot,chip,high_press_recovery,0,0,2.02,1,1,0.768,1,1,1
SYN_SHOT_000717,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_38,38,2025-05-08,Wolverhampton Wanderers,away,86,49,drawing,Luis Díaz,FW,108.0,40.0,94.5,34.0,Z085,10.5,38.43,1,0,central,penalty_area,right_foot,normal,penalty,0,0,1.12,1,1,0.9729,1,1,1
SYN_SHOT_000718,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_16,16,2024-12-08,Southampton,away,33,2,drawing,Luis Díaz,FW,82.44,41.8,72.14,35.53,Z069,32.9,12.68,0,0,central,final_third_outside_box,left_foot,normal,open_play,0,0,2.58,3,0,0.0028,0,0,0
SYN_SHOT_000719,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_34,34,2025-04-11,Nottingham Forest,away,66,14,drawing,Harvey Elliott,MF,93.31,41.95,81.65,35.66,Z077,23.41,17.73,0,0,central,final_third_outside_box,left_foot,normal,open_play,0,0,2.8,3,0,0.0085,0,0,0
SYN_SHOT_000720,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_12,12,2024-11-09,Manchester City,away,17,33,winning,Mohamed Salah,FW,107.46,31.22,94.03,26.54,Z084,13.27,26.28,1,0,central,penalty_area,left_foot,normal,open_play,0,0,2.84,3,0,0.0858,1,1,1
SYN_SHOT_000721,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_13,13,2024-11-14,Manchester United,home,45,15,winning,Luis Díaz,FW,103.46,21.52,90.52,18.29,Z083,21.36,13.45,1,0,left_half_space,penalty_area,left_foot,normal,open_play,1,0,6.14,3,0,0.0182,0,0,0
SYN_SHOT_000722,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_27,27,2025-02-21,Everton,home,34,16,drawing,Trey Nyoni,MF,116.99,39.8,102.37,33.83,Z092,2.64,108.44,1,1,central,six_yard_box,right_foot,normal,open_play,1,0,2.91,4,0,0.6914,1,1,1
SYN_SHOT_000723,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_29,29,2025-03-08,Ipswich Town,home,82,25,drawing,Federico Chiesa,FW,95.41,65.63,83.48,55.78,Z079,30.62,9.67,0,0,right_wing,final_third_outside_box,left_foot,normal,open_play,0,0,2.73,4,0,0.0023,0,0,0
SYN_SHOT_000724,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_32,32,2025-03-26,Manchester United,away,11,33,drawing,Diogo Jota,FW,98.24,46.45,85.96,39.48,Z077,19.81,20.18,0,0,central,final_third_outside_box,right_foot,volley,open_play,0,0,0.5,2,0,0.0285,0,0,0
SYN_SHOT_000725,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_25,25,2025-02-08,Chelsea,home,82,26,winning,Federico Chiesa,FW,111.55,32.92,97.6,27.98,Z092,9.54,34.93,1,0,central,six_yard_box,right_foot,volley,open_play,0,0,3.35,2,0,0.2782,1,0,0
SYN_SHOT_000726,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_38,38,2025-05-09,Wolverhampton Wanderers,away,62,45,winning,Mohamed Salah,FW,112.23,19.41,98.2,16.5,Z090,18.78,8.35,1,0,left_wing,wide_final_third,right_foot,power,counter_attack,1,0,3.76,1,0,0.0504,1,0,0
SYN_SHOT_000727,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_23,23,2025-01-25,Brentford,home,33,53,winning,Mohamed Salah,FW,104.04,33.07,91.04,28.11,Z084,15.16,25.29,1,0,central,penalty_area,left_foot,normal,high_press_recovery,0,0,0.5,1,0,0.1462,1,1,1
SYN_SHOT_000728,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_05,5,2024-09-18,Brighton,home,61,44,winning,Luis Díaz,FW,117.3,50.83,102.64,43.21,Z094,9.5,12.68,1,0,right_half_space,penalty_area,head,normal,open_play,0,0,4.24,3,0,0.0602,0,0,0
SYN_SHOT_000729,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_17,17,2024-12-14,Tottenham Hotspur,home,21,49,winning,Mohamed Salah,FW,107.71,42.86,94.25,36.43,Z085,11.02,36.05,1,0,central,penalty_area,left_foot,half_volley,open_play,0,0,3.12,2,0,0.3126,1,1,1
SYN_SHOT_000730,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_32,32,2025-03-27,Manchester United,away,66,1,losing,Dominik Szoboszlai,MF,119.5,49.26,104.56,41.87,Z093,7.88,3.76,1,1,central,six_yard_box,right_foot,half_volley,open_play,0,0,5.54,4,0,0.2086,0,0,0
SYN_SHOT_000731,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_31,31,2025-03-23,Manchester City,home,17,12,drawing,Mohamed Salah,FW,95.1,65.8,83.21,55.93,Z079,30.92,9.61,0,0,right_wing,final_third_outside_box,left_foot,normal,direct_free_kick,1,0,3.94,1,0,0.0035,0,0,0
SYN_SHOT_000732,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_04,4,2024-09-14,Brentford,away,86,17,winning,Mohamed Salah,FW,98.6,54.27,86.28,46.13,Z078,22.31,15.8,0,0,right_half_space,final_third_outside_box,right_foot,normal,open_play,1,0,4.19,2,0,0.0148,0,0,0
SYN_SHOT_000733,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_10,10,2024-10-26,Ipswich Town,away,26,28,winning,Ryan Gravenberch,MF,98.98,36.42,86.61,30.95,Z076,18.64,21.95,0,0,central,final_third_outside_box,left_foot,first_time,open_play,0,0,2.67,4,0,0.0167,0,0,0
SYN_SHOT_000734,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_29,29,2025-03-05,Ipswich Town,home,92,0,winning,Luis Díaz,FW,100.16,52.19,87.64,44.36,Z086,20.22,17.82,0,0,right_half_space,penalty_area,right_foot,power,open_play,0,0,0.5,1,0,0.0169,0,0,0
SYN_SHOT_000735,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-20,Fulham,home,79,17,drawing,Federico Chiesa,FW,106.64,51.47,93.31,43.75,Z086,15.22,21.4,1,0,right_half_space,penalty_area,right_foot,power,open_play,0,0,2.31,0,0,0.0871,1,0,0
SYN_SHOT_000736,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_25,25,2025-02-08,Chelsea,home,95,50,losing,Cody Gakpo,FW,92.84,62.63,81.23,53.23,Z079,30.57,10.69,0,0,right_wing,final_third_outside_box,right_foot,normal,open_play,1,0,3.71,2,0,0.0041,0,0,0
SYN_SHOT_000737,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_36,36,2025-04-25,Tottenham Hotspur,away,49,55,winning,Mohamed Salah,FW,102.47,29.09,89.66,24.72,Z083,17.92,20.03,1,0,left_half_space,penalty_area,left_foot,volley,open_play,0,0,2.12,2,0,0.0656,1,1,1
SYN_SHOT_000738,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-16,Fulham,home,18,34,drawing,Diogo Jota,FW,105.78,16.94,92.56,14.4,Z082,23.22,9.83,1,0,left_wing,wide_final_third,head,normal,free_kick_indirect,0,0,3.55,1,0,0.0217,0,0,0
SYN_SHOT_000739,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_16,16,2024-12-05,Southampton,away,80,47,winning,Mohamed Salah,FW,117.02,62.09,102.39,52.77,Z095,18.95,3.16,1,0,right_wing,wide_final_third,left_foot,curled,counter_attack,0,0,5.21,4,0,0.0382,0,0,0
SYN_SHOT_000740,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_33,33,2025-04-04,Newcastle United,home,10,35,drawing,Mohamed Salah,FW,97.2,48.89,85.05,41.56,Z077,21.33,18.3,0,0,central,final_third_outside_box,head,normal,open_play,0,0,3.3,2,0,0.0162,0,0,0
SYN_SHOT_000741,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_38,38,2025-05-08,Wolverhampton Wanderers,away,65,9,losing,Conor Bradley,DF,119.11,29.56,104.22,25.13,Z091,8.91,4.92,1,1,left_half_space,penalty_area,right_foot,power,corner,1,0,0.5,0,1,0.2567,1,0,0
SYN_SHOT_000742,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-04-30,West Ham United,home,49,33,drawing,Luis Díaz,FW,111.07,48.1,97.18,40.88,Z093,10.42,31.03,1,0,central,six_yard_box,right_foot,normal,open_play,0,0,2.05,3,0,0.1089,1,0,0
SYN_SHOT_000743,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_30,30,2025-03-14,Leicester City,away,42,50,winning,Mohamed Salah,FW,105.84,49.27,92.61,41.88,Z085,14.69,24.16,1,0,central,penalty_area,left_foot,normal,open_play,0,0,1.09,0,0,0.1303,0,0,0
SYN_SHOT_000744,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_07,7,2024-10-05,Crystal Palace,home,63,43,drawing,Luis Díaz,FW,100.41,37.34,87.86,31.74,Z084,17.29,23.72,0,0,central,penalty_area,right_foot,curled,open_play,0,0,3.37,0,0,0.0611,0,0,0
SYN_SHOT_000745,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_07,7,2024-10-02,Crystal Palace,home,51,12,winning,Diogo Jota,FW,106.15,61.62,92.88,52.37,Z087,22.01,10.67,1,0,right_wing,wide_final_third,head,normal,counter_attack,0,0,4.12,1,0,0.0325,0,0,0
SYN_SHOT_000746,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_33,33,2025-04-06,Newcastle United,home,40,50,drawing,Mohamed Salah,FW,89.03,1.0,77.9,0.85,Z065,42.82,6.22,0,0,left_wing,final_third_outside_box,left_foot,volley,open_play,0,0,2.64,4,0,0.0007,1,0,0
SYN_SHOT_000747,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_34,34,2025-04-12,Nottingham Forest,away,61,23,winning,Mohamed Salah,FW,101.26,58.24,88.6,49.5,Z086,22.57,13.61,1,0,right_half_space,penalty_area,left_foot,normal,throw_in,1,0,5.9,1,0,0.0308,1,0,0
SYN_SHOT_000748,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_36,36,2025-04-23,Tottenham Hotspur,away,78,41,losing,Trent Alexander-Arnold,DF,95.08,57.35,83.2,48.75,Z078,26.32,13.22,0,0,right_half_space,final_third_outside_box,right_foot,normal,counter_attack,0,0,2.14,3,0,0.0037,0,0,0
SYN_SHOT_000749,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_08,8,2024-10-09,Everton,away,58,16,winning,Mohamed Salah,FW,106.43,34.76,93.13,29.55,Z084,12.68,30.53,1,0,central,penalty_area,left_foot,power,open_play,0,0,4.1,0,0,0.2872,0,0,0
SYN_SHOT_000750,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_06,6,2024-09-25,Chelsea,away,1,39,winning,Cody Gakpo,FW,110.09,9.4,96.33,7.99,Z089,27.42,4.92,0,0,left_wing,wide_final_third,right_foot,first_time,open_play,0,0,5.45,2,0,0.0069,0,0,0
SYN_SHOT_000751,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_08,8,2024-10-12,Everton,away,7,7,losing,Mohamed Salah,FW,87.96,21.61,76.97,18.37,Z067,32.1,11.41,0,0,left_half_space,final_third_outside_box,left_foot,first_time,direct_free_kick,0,0,1.82,0,0,0.0044,0,0,0
SYN_SHOT_000752,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-17,Fulham,home,72,10,winning,Ryan Gravenberch,MF,119.5,63.65,104.56,54.1,Z095,20.11,0.47,1,0,right_wing,wide_final_third,right_foot,chip,counter_attack,1,0,1.74,0,0,0.0219,0,0,0
SYN_SHOT_000753,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_23,23,2025-01-24,Brentford,home,36,32,drawing,Joe Gomez,DF,109.91,29.54,96.17,25.11,Z083,12.53,24.23,1,0,left_half_space,penalty_area,head,normal,open_play,0,0,4.27,0,0,0.076,0,0,0
SYN_SHOT_000754,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_05,5,2024-09-19,Brighton,home,18,6,losing,Luis Díaz,FW,102.39,51.06,89.59,43.4,Z086,18.05,19.85,1,0,right_half_space,penalty_area,right_foot,normal,open_play,1,0,1.78,0,0,0.0476,1,0,0
SYN_SHOT_000755,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_27,27,2025-02-21,Everton,home,17,44,drawing,Mohamed Salah,FW,110.46,58.64,96.65,49.85,Z094,17.91,11.24,1,0,right_half_space,penalty_area,left_foot,normal,open_play,0,1,6.23,1,1,0.2241,1,1,1
SYN_SHOT_000756,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_04,4,2024-09-12,Brentford,away,70,11,winning,Cody Gakpo,FW,119.5,29.5,104.56,25.07,Z091,8.94,2.76,1,1,left_half_space,penalty_area,head,normal,open_play,1,0,2.81,1,1,0.2196,1,0,0
SYN_SHOT_000757,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_07,7,2024-10-06,Crystal Palace,home,65,11,drawing,Mohamed Salah,FW,119.5,24.34,104.56,20.69,Z091,13.32,1.12,1,0,left_half_space,penalty_area,right_foot,normal,open_play,0,0,1.52,1,0,0.0604,0,0,0
SYN_SHOT_000758,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_18,18,2024-12-18,West Ham United,away,93,49,winning,Mohamed Salah,FW,111.1,33.51,97.21,28.49,Z092,9.54,36.29,1,0,central,six_yard_box,left_foot,curled,open_play,0,0,4.17,1,0,0.3521,0,0,0
SYN_SHOT_000759,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-16,Fulham,home,58,34,drawing,Harvey Elliott,MF,103.62,49.73,90.67,42.27,Z085,16.54,21.95,1,0,central,penalty_area,left_foot,volley,open_play,1,0,1.31,0,0,0.0505,0,0,0
SYN_SHOT_000760,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_28,28,2025-02-28,Fulham,away,44,39,drawing,Cody Gakpo,FW,112.63,19.24,98.55,16.35,Z090,18.79,7.92,1,0,left_wing,wide_final_third,left_foot,normal,open_play,1,0,2.51,3,0,0.0158,1,0,0
SYN_SHOT_000761,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_10,10,2024-10-26,Ipswich Town,away,48,24,winning,Virgil van Dijk,DF,112.65,17.74,98.57,15.08,Z090,19.99,6.95,1,0,left_wing,wide_final_third,left_foot,curled,corner,1,0,1.36,1,0,0.0131,0,0,0
SYN_SHOT_000762,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_29,29,2025-03-07,Ipswich Town,home,94,46,winning,Mohamed Salah,FW,85.2,57.96,74.55,49.27,Z070,34.07,11.0,0,0,right_half_space,final_third_outside_box,head,normal,counter_attack,0,0,4.53,1,0,0.0038,0,0,0
SYN_SHOT_000763,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_11,11,2024-11-03,Leicester City,home,18,54,losing,Cody Gakpo,FW,90.55,44.2,79.23,37.57,Z077,26.01,15.87,0,0,central,final_third_outside_box,right_foot,normal,open_play,1,0,2.91,1,0,0.0078,0,0,0
SYN_SHOT_000764,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_31,31,2025-03-22,Manchester City,home,86,57,losing,Darwin Núñez,FW,116.13,30.24,101.62,25.71,Z092,8.96,20.34,1,1,central,six_yard_box,left_foot,normal,open_play,0,0,3.03,1,1,0.5758,1,1,1
SYN_SHOT_000765,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_30,30,2025-03-13,Leicester City,away,41,45,winning,Mohamed Salah,FW,110.25,18.73,96.47,15.92,Z090,19.99,9.18,1,0,left_wing,wide_final_third,right_foot,volley,open_play,0,0,1.48,1,0,0.0374,0,0,0
SYN_SHOT_000766,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_12,12,2024-11-07,Manchester City,away,46,22,winning,Luis Díaz,FW,83.14,64.1,72.75,54.48,Z071,38.21,9.27,0,0,right_wing,final_third_outside_box,left_foot,normal,free_kick_indirect,1,0,2.05,6,0,0.0007,0,0,0
SYN_SHOT_000767,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_13,13,2024-11-14,Manchester United,home,42,25,winning,Alexis Mac Allister,MF,113.81,13.38,99.58,11.38,Z090,23.26,4.3,0,0,left_wing,wide_final_third,right_foot,normal,open_play,0,0,1.74,2,0,0.0074,1,0,0
SYN_SHOT_000768,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_29,29,2025-03-08,Ipswich Town,home,62,54,winning,Harvey Elliott,MF,108.84,38.67,95.23,32.87,Z084,9.83,40.64,1,0,central,penalty_area,left_foot,normal,counter_attack,1,0,5.11,6,0,0.1899,1,1,1
SYN_SHOT_000769,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_25,25,2025-02-09,Chelsea,home,47,23,drawing,Mohamed Salah,FW,118.28,13.8,103.5,11.73,Z090,22.32,1.3,0,0,left_wing,wide_final_third,right_foot,normal,open_play,0,0,3.87,1,0,0.0131,0,0,0
SYN_SHOT_000770,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_12,12,2024-11-07,Manchester City,away,88,16,winning,Cody Gakpo,FW,93.58,1.0,81.88,0.85,Z073,40.42,5.96,0,0,left_wing,final_third_outside_box,right_foot,normal,open_play,0,0,5.73,2,0,0.0016,0,0,0
SYN_SHOT_000771,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_09,9,2024-10-16,Fulham,home,46,57,drawing,Jayden Danns,FW,73.13,22.07,63.99,18.76,Z059,43.75,8.98,0,0,left_half_space,middle_third,left_foot,normal,open_play,1,0,0.5,1,0,0.0005,0,0,0
SYN_SHOT_000772,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_05,5,2024-09-20,Brighton,home,5,56,winning,Mohamed Salah,FW,108.0,40.0,94.5,34.0,Z085,10.5,38.43,1,0,central,penalty_area,left_foot,normal,penalty,0,0,4.77,1,1,0.9837,1,1,1
SYN_SHOT_000773,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_19,19,2024-12-25,Wolverhampton Wanderers,home,93,35,drawing,Diogo Jota,FW,115.35,35.39,100.93,30.08,Z092,5.65,58.17,1,1,central,six_yard_box,right_foot,normal,open_play,1,0,1.7,1,1,0.8513,1,1,1
SYN_SHOT_000774,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_27,27,2025-02-19,Everton,home,25,26,drawing,Dominik Szoboszlai,MF,108.64,59.97,95.06,50.98,Z086,19.68,11.02,1,0,right_half_space,penalty_area,right_foot,normal,open_play,1,0,2.95,2,0,0.0218,0,0,0
SYN_SHOT_000775,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_35,35,2025-04-16,Southampton,home,50,49,winning,Diogo Jota,FW,108.85,45.78,95.25,38.91,Z085,10.92,34.01,1,0,central,penalty_area,left_foot,first_time,open_play,0,0,1.52,1,0,0.231,1,0,0
SYN_SHOT_000776,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_16,16,2024-12-07,Southampton,away,28,49,winning,Mohamed Salah,FW,91.57,25.45,80.12,21.63,Z075,27.78,13.5,0,0,left_half_space,final_third_outside_box,head,normal,open_play,1,0,3.86,4,0,0.003,1,0,0
SYN_SHOT_000777,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_23,23,2025-01-25,Brentford,home,12,36,drawing,Dominik Szoboszlai,MF,114.46,43.31,100.15,36.82,Z093,5.61,63.03,1,1,central,six_yard_box,right_foot,normal,free_kick_indirect,0,0,2.62,1,1,0.8826,1,0,0
SYN_SHOT_000778,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_06,6,2024-09-26,Chelsea,away,61,48,losing,Dominik Szoboszlai,MF,106.53,43.3,93.22,36.8,Z085,12.11,32.9,1,0,central,penalty_area,right_foot,normal,open_play,0,0,1.38,4,0,0.1124,1,1,1
SYN_SHOT_000779,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_11,11,2024-11-02,Leicester City,home,28,40,drawing,Mohamed Salah,FW,107.0,59.52,93.62,50.59,Z086,20.11,12.02,1,0,right_half_space,penalty_area,left_foot,normal,open_play,0,0,3.44,4,0,0.0349,0,0,0
SYN_SHOT_000780,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_37,37,2025-05-03,West Ham United,home,67,31,losing,Cody Gakpo,FW,94.58,42.22,82.75,35.88,Z077,22.33,18.56,0,0,central,final_third_outside_box,left_foot,half_volley,open_play,0,0,7.37,2,0,0.0244,0,0,0
SYN_SHOT_000781,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Premier League,LIV_PL_2024_25_08,8,2024-10-09,Everton,away,20,13,winning,Mohamed Salah,FW,113.19,41.38,99.04,35.18,Z093,6.08,61.67,1,0,central,six_yard_box,left_foot,power,counter_attack,0,0,2.14,0,0,0.6941,1,0,0
